suburb,postcode,state
Myalla,2630,NSW
Paupong,2628,NSW
Ironmungy,2630,NSW
Pine Valley,2630,NSW
Grosses Plain,2627,NSW
Snowy Plain,2628,NSW
Moonbah,2627,NSW
Nimmo,2628,NSW
Kosciuszko National Park,2627,NSW
Coolringdon,2630,NSW
Kalkite,2627,NSW
East Jindabyne,2627,NSW
Middlingbank,2630,NSW
Old Adaminaby,2629,NSW
Dry Plain,2630,NSW
Ingebirah,2627,NSW
Dalgety,2628,NSW
Anglers Reach,2629,NSW
Avonside,2628,NSW
Jimenbuen,2628,NSW
Crackenback,2627,NSW
Homebush West,2140,NSW
Strathfield South,2136,NSW
Homebush,2140,NSW
Sylvania Waters,2224,NSW
Caringbah South,2229,NSW
Burraneer,2230,NSW
Cronulla,2230,NSW
Taren Point,2229,NSW
Caringbah,2229,NSW
Lilli Pilli,2229,NSW
Dolans Bay,2229,NSW
Kurnell,2231,NSW
Gymea Bay,2227,NSW
Gymea,2227,NSW
Miranda,2228,NSW
Woolooware,2230,NSW
Port Hacking,2229,NSW
Sylvania,2224,NSW
Yowie Bay,2228,NSW
Maianbar,2230,NSW
Kirrawee,2232,NSW
Royal National Park,2233,NSW
Bundeena,2230,NSW
Kangaroo Point,2224,NSW
Kareela,2232,NSW
Greenhills Beach,2230,NSW
Grays Point,2232,NSW
Bonnet Bay,2226,NSW
Woronora,2232,NSW
Sutherland,2232,NSW
Jannali,2226,NSW
Loftus,2232,NSW
Como,2226,NSW
Bangor,2234,NSW
Yarrawarrah,2233,NSW
Illawong,2234,NSW
Heathcote,2233,NSW
Menai,2234,NSW
Engadine,2233,NSW
Woronora Heights,2233,NSW
Waterfall,2233,NSW
Sandy Point,2172,NSW
Barden Ridge,2234,NSW
Oyster Bay,2225,NSW
Lucas Heights,2234,NSW
Alfords Point,2234,NSW
Sydney,2000,NSW
Haymarket,2000,NSW
Darlinghurst,2010,NSW
Dawes Point,2000,NSW
Millers Point,2000,NSW
The Rocks,2000,NSW
Potts Point,2011,NSW
Surry Hills,2010,NSW
Woolloomooloo,2011,NSW
Rushcutters Bay,2011,NSW
Elizabeth Bay,2011,NSW
Moore Park,2021,NSW
Paddington,2021,NSW
Darlington,2008,NSW
Redfern,2016,NSW
Waterloo,2017,NSW
Erskineville,2043,NSW
Zetland,2017,NSW
Alexandria,2015,NSW
Beaconsfield,2015,NSW
Eveleigh,2015,NSW
Glebe,2037,NSW
Ultimo,2007,NSW
Chippendale,2008,NSW
Forest Lodge,2037,NSW
Pyrmont,2009,NSW
West Tamworth,2340,NSW
Hillvue,2340,NSW
Oxley Vale,2340,NSW
South Tamworth,2340,NSW
North Tamworth,2340,NSW
Tamworth,2340,NSW
East Tamworth,2340,NSW
Calala,2340,NSW
Kootingal,2352,NSW
Moonbi,2353,NSW
Nemingha,2340,NSW
Moore Creek,2340,NSW
Tintinhull,2352,NSW
Taminda,2340,NSW
Westdale,2340,NSW
Kingswood,2340,NSW
Warral,2340,NSW
Daruka,2340,NSW
Attunga,2345,NSW
Hallsville,2340,NSW
New Mexico,2346,NSW
Manilla,2346,NSW
Timbumburi,2340,NSW
Garoo,2340,NSW
Watsons Creek,2355,NSW
Thirldene,2347,NSW
Ogunbil,2340,NSW
Wongo Creek,2346,NSW
Mulla Creek,2352,NSW
Mayvale,2347,NSW
Upper Manilla,2346,NSW
Woodsreef,2347,NSW
Warrabah,2346,NSW
Retreat,2355,NSW
Bendemeer,2355,NSW
Limbri,2352,NSW
Garthowen,2345,NSW
Namoi River,2346,NSW
Wimborne,2346,NSW
Halls Creek,2346,NSW
Bowling Alley Point,2340,NSW
Klori,2346,NSW
Rushes Creek,2346,NSW
Somerton,2340,NSW
Bective,2340,NSW
Wallamore,2340,NSW
Gidley,2340,NSW
Winton,2344,NSW
Duri,2344,NSW
Goonoo Goonoo,2340,NSW
Loomberah,2340,NSW
Hanging Rock,2340,NSW
Woolomin,2340,NSW
Crawney,2338,NSW
Ironbark,2347,NSW
Banoon,2347,NSW
Red Hill,2347,NSW
Longarm,2347,NSW
Barry,2340,NSW
Duncans Creek,2340,NSW
Niangala,2354,NSW
Woolbrook,2354,NSW
Kentucky,2354,NSW
Bithramere,2340,NSW
Temora,2666,NSW
Combaning,2666,NSW
Tara,2665,NSW
Pucawan,2666,NSW
Mimosa,2666,NSW
Reefton,2666,NSW
Springdale,2666,NSW
Narraburra,2666,NSW
Quandary,2665,NSW
Sebastopol,2666,NSW
Grogan,2666,NSW
Trungley Hall,2666,NSW
Gidginbung,2666,NSW
Tenterfield,2372,NSW
Maryland,4377,NSW
Legume,2476,NSW
Drake,2469,NSW
Back Creek,2372,NSW
Tarban,2372,NSW
Bookookoorara,2372,NSW
Upper Tooloom,2475,NSW
Koreelah,2476,NSW
Cottonvale,4375,NSW
Acacia Creek,2476,NSW
Cullendore,2372,NSW
Lower Acacia Creek,2476,NSW
Wylie Creek,2372,NSW
Liston,2372,NSW
Ruby Creek,4380,NSW
Amosfield,4380,NSW
Boonoo Boonoo,2372,NSW
Undercliffe,4380,NSW
Boorook,2372,NSW
Sandy Hill,2372,NSW
Rocky River,2372,NSW
Timbarra,2372,NSW
Rivertree,2372,NSW
Woodside,2372,NSW
Jennings,4383,NSW
Dumaresq Valley,2372,NSW
Forest Land,2372,NSW
Sandy Flat,2372,NSW
Mingoola,4380,NSW
Mole River,2372,NSW
Bolivia,2372,NSW
Silent Grove,2372,NSW
Buddong,2720,NSW
Willigobung,2653,NSW
Tumbarumba,2653,NSW
Green Hills,2730,NSW
Glenroy,2653,NSW
Geehi,2642,NSW
Bringenbrong,3707,NSW
Pilot Wilderness,2627,NSW
Jagungal Wilderness,2642,NSW
Cabramurra,2629,NSW
Jagumba,2642,NSW
Nurenmerenmong,2649,NSW
Burra,2653,NSW
Greg Greg,2642,NSW
Khancoban,2642,NSW
Indi,2642,NSW
Tooma,2642,NSW
Ournie,2640,NSW
Munderoo,2653,NSW
Paddys River,2653,NSW
Courabyra,2653,NSW
Maragle,2653,NSW
Laurel Hill,2649,NSW
Westdale,2653,NSW
Taradale,2653,NSW
Mannus,2653,NSW
Gilmore,2720,NSW
Tumut,2720,NSW
Lacmalac,2720,NSW
Tumorrama,2720,NSW
Califat,2729,NSW
Wereboldera,2720,NSW
Minjary,2720,NSW
Batlow,2730,NSW
Gocup,2720,NSW
Goobarragandra,2720,NSW
Blowering,2720,NSW
Tumut Plains,2720,NSW
Little River,2720,NSW
Jones Bridge,2720,NSW
Sandy Gully,2729,NSW
Grahamstown,2729,NSW
Black Creek,2729,NSW
Mount Adrah,2729,NSW
Kunama,2730,NSW
Long Plain,2629,NSW
Cooleman,2611,NSW
Sharps Creek,2729,NSW
Gadara,2720,NSW
Wondalga,2729,NSW
Talbingo,2720,NSW
Couragago,2720,NSW
Yarrangobilly,2720,NSW
Brindabella,2611,NSW
Uriarra,2611,NSW
Adelong,2729,NSW
Mount Horeb,2729,NSW
Killimicat,2720,NSW
Red Hill,2720,NSW
Westwood,2729,NSW
Darlow,2729,NSW
Lower Bago,2730,NSW
Wermatong,2720,NSW
Pinbeyan,2720,NSW
Bangadang,2729,NSW
Bogong Peaks Wilderness,2720,NSW
Wyangle,2720,NSW
Argalong,2720,NSW
Mundongo,2720,NSW
Cooleys Creek,2729,NSW
Brungle,2722,NSW
Bombowlee Creek,2720,NSW
Carool,2486,NSW
Bilambil Heights,2486,NSW
Terranora,2486,NSW
Tweed Heads West,2485,NSW
Banora Point,2486,NSW
Tweed Heads South,2486,NSW
Tweed Heads,2485,NSW
Cudgen,2487,NSW
Fingal Head,2487,NSW
Kingscliff,2487,NSW
Chinderah,2487,NSW
Piggabeen,2486,NSW
Bilambil,2486,NSW
Casuarina,2487,NSW
Cobaki,2486,NSW
North Tumbulgum,2490,NSW
Cobaki Lakes,2486,NSW
Sleepy Hollow,2483,NSW
Cudgera Creek,2484,NSW
Pottsville,2489,NSW
Bogangar,2488,NSW
Clothiers Creek,2484,NSW
Hastings Point,2489,NSW
Crabbes Creek,2483,NSW
Kings Forest,2487,NSW
Tanglewood,2488,NSW
Cabarita Beach,2488,NSW
Round Mountain,2484,NSW
Duranbah,2487,NSW
Mooball,2483,NSW
Chillingham,2484,NSW
Murwillumbah,2484,NSW
South Murwillumbah,2484,NSW
Upper Duroby,2486,NSW
Wardrop Valley,2484,NSW
Duroby,2486,NSW
Tumbulgum,2490,NSW
Terragon,2484,NSW
Doon Doon,2484,NSW
Rowlands Creek,2484,NSW
Bungalora,2486,NSW
Byangum,2484,NSW
Tomewin,2484,NSW
Chowan Creek,2484,NSW
Smiths Creek,2484,NSW
Palmvale,2484,NSW
Back Creek,2484,NSW
Mebbin,2484,NSW
Mount Warning,2484,NSW
Hopkins Creek,2484,NSW
Kunghur,2484,NSW
Cedar Creek,2484,NSW
Zara,2484,NSW
Commissioners Creek,2484,NSW
Glengarrie,2486,NSW
Stokers Siding,2484,NSW
Numinbah,2484,NSW
Stotts Creek,2487,NSW
Kunghur Creek,2484,NSW
Uki,2484,NSW
Condong,2484,NSW
Bray Park,2484,NSW
Kynnumboon,2484,NSW
Tyalgum,2484,NSW
Pumpenbil,2484,NSW
Limpinwood,2484,NSW
Nobbys Creek,2484,NSW
Burringbar,2483,NSW
Kielvale,2484,NSW
Tygalgah,2484,NSW
Fernvale,2484,NSW
Nunderi,2484,NSW
Farrants Hill,2484,NSW
Dunbible,2484,NSW
Urliup,2484,NSW
Eviron,2484,NSW
Tyalgum Creek,2484,NSW
Mount Burrell,2484,NSW
Upper Crystal Creek,2484,NSW
Dungay,2484,NSW
Dulguigan,2484,NSW
North Arm,2484,NSW
Brays Creek,2484,NSW
Dum Dum,2484,NSW
Reserve Creek,2484,NSW
Eungella,2484,NSW
Crystal Creek,2484,NSW
Rouchel,2336,NSW
Cassilis,2329,NSW
Brawboy,2337,NSW
Scone,2337,NSW
Aberdeen,2336,NSW
Sandy Creek,2338,NSW
Scotts Creek,2338,NSW
Upper Rouchel,2336,NSW
Rossgole,2336,NSW
Gungal,2333,NSW
Merriwa,2329,NSW
Glenbawn,2337,NSW
Wingen,2337,NSW
Waverly,2337,NSW
Dry Creek,2337,NSW
Pages Creek,2337,NSW
Upper Dartbrook,2336,NSW
Glenrock,2337,NSW
Omadale,2337,NSW
Murrurundi,2338,NSW
Timor,2338,NSW
Green Creek,2338,NSW
Segenhoe,2337,NSW
Gundy,2337,NSW
Woolooma,2337,NSW
Belltrees,2337,NSW
Kars Springs,2337,NSW
Middle Brook,2337,NSW
Moonan Flat,2337,NSW
Dartbrook,2336,NSW
Parkville,2337,NSW
Bunnan,2337,NSW
Moobi,2337,NSW
Davis Creek,2336,NSW
Owens Gap,2337,NSW
Moonan Brook,2337,NSW
Pages River,2338,NSW
Murulla,2337,NSW
Stewarts Brook,2337,NSW
Limerick,2583,NSW
Crookwell,2583,NSW
Roslyn,2580,NSW
Gurrundah,2581,NSW
Lerida,2581,NSW
Taralga,2580,NSW
Bannister,2580,NSW
Wheeo,2583,NSW
Dalton,2581,NSW
Grabben Gullen,2583,NSW
Laggan,2583,NSW
Binda,2583,NSW
Wombeyan Caves,2580,NSW
Fullerton,2583,NSW
Tuena,2583,NSW
Bigga,2583,NSW
Peelwood,2583,NSW
Crooked Corner,2583,NSW
Golspie,2580,NSW
Yalbraith,2580,NSW
Curraweela,2580,NSW
Bannaby,2580,NSW
Stonequarry,2580,NSW
Richlands,2580,NSW
Myrtleville,2580,NSW
Lost River,2583,NSW
Narrawa,2583,NSW
Bevendale,2581,NSW
Blakney Creek,2581,NSW
Broadway,2581,NSW
Jerrawa,2582,NSW
Oolong,2581,NSW
Lade Vale,2581,NSW
Gunning,2581,NSW
Merrill,2581,NSW
Biala,2581,NSW
Cullerin,2581,NSW
Pejar,2583,NSW
Chatsbury,2580,NSW
Big Hill,2579,NSW
Bellmount Forest,2581,NSW
Uralla,2358,NSW
Kentucky South,2354,NSW
Wollun,2354,NSW
Salisbury Plains,2358,NSW
Torryburn,2358,NSW
Camerons Creek,2359,NSW
Abington,2350,NSW
Kingstown,2358,NSW
Yarrowyck,2358,NSW
Saumarez Ponds,2350,NSW
Invergowrie,2350,NSW
Saumarez,2350,NSW
Arding,2358,NSW
Rocky River,2358,NSW
Balala,2358,NSW
Gostwyck,2358,NSW
Mihi,2358,NSW
Ashmont,2650,NSW
Glenfield Park,2650,NSW
Tolland,2650,NSW
Mount Austin,2650,NSW
Bourkelands,2650,NSW
Wagga Wagga,2650,NSW
Turvey Park,2650,NSW
Lake Albert,2650,NSW
Kooringal,2650,NSW
North Wagga Wagga,2650,NSW
East Wagga Wagga,2650,NSW
Forest Hill,2651,NSW
Gregadoo,2650,NSW
Uranquinty,2652,NSW
Lloyd,2650,NSW
Estella,2650,NSW
Yarragundry,2650,NSW
Moorong,2650,NSW
Tatton,2650,NSW
Gumly Gumly,2652,NSW
Kapooka,2661,NSW
Springvale,2650,NSW
San Isidore,2650,NSW
Charles Sturt University,2678,NSW
Cartwrights Hill,2650,NSW
Bomen,2650,NSW
Rowan,2650,NSW
Collingullie,2650,NSW
Belfrayden,2650,NSW
Gelston Park,2650,NSW
Currawarna,2650,NSW
Maxwell,2650,NSW
Big Springs,2650,NSW
Pulletop,2650,NSW
Alfredtown,2650,NSW
Wallacetown,2650,NSW
Ladysmith,2652,NSW
Mangoplah,2652,NSW
Bulgary,2650,NSW
The Gap,2650,NSW
Brucedale,2650,NSW
Borambola,2650,NSW
Tarcutta,2652,NSW
Dhulura,2650,NSW
Kyeamba,2650,NSW
Oura,2650,NSW
Euberta,2650,NSW
Brookdale,2656,NSW
Eunanoreenya,2650,NSW
Downside,2650,NSW
Gobbagombalin,2650,NSW
Hillgrove,2650,NSW
Burrandana,2650,NSW
Tooleybuc,2736,NSW
Moolpa,2734,NSW
Mellool,2734,NSW
Waugorah,2711,NSW
Wakool,2710,NSW
Stony Crossing,2734,NSW
Yanga,2711,NSW
Mallan,2734,NSW
Barham,2732,NSW
Koraleigh,2735,NSW
Gonn,2732,NSW
Tullakool,2732,NSW
Goodnight,2736,NSW
Keri Keri,2711,NSW
Murray Downs,2734,NSW
Speewa,2735,NSW
Cunninyeuk,2734,NSW
Noorong,2732,NSW
Dhuragoon,2733,NSW
Dilpurra,2734,NSW
Cobramunga,2732,NSW
Burraboi,2732,NSW
Wetuppa,2734,NSW
Tooranie,2734,NSW
Niemur,2733,NSW
Walcha,2354,NSW
Yarrowitch,2354,NSW
Nowendoc,2354,NSW
Lightning Ridge,2834,NSW
Burren Junction,2386,NSW
Cumborah,2832,NSW
Come By Chance,2832,NSW
Walgett,2832,NSW
Cryon,2832,NSW
Warren,2824,NSW
Ravenswood,2824,NSW
Tenandra,2824,NSW
Bogan,2826,NSW
Oxley,2824,NSW
Nevertire,2826,NSW
Beemunnel,2824,NSW
Mount Harris,2824,NSW
Mount Foster,2824,NSW
Bullagreen,2824,NSW
Pine Clump,2824,NSW
Pigeonbah,2824,NSW
Marthaguy,2824,NSW
Eenaweena,2824,NSW
Mumblebone Plain,2824,NSW
Mullengudgery,2825,NSW
Red Hill,2824,NSW
Snakes Plain,2824,NSW
Cathundral,2823,NSW
Belrose,2085,NSW
Collaroy Plateau,2097,NSW
North Manly,2100,NSW
Narraweena,2099,NSW
Narrabeen,2101,NSW
Cromer,2099,NSW
Beacon Hill,2100,NSW
Curl Curl,2096,NSW
Brookvale,2100,NSW
North Curl Curl,2099,NSW
Dee Why,2099,NSW
Frenchs Forest,2086,NSW
Freshwater,2096,NSW
Collaroy,2097,NSW
Wheeler Heights,2097,NSW
Manly Vale,2093,NSW
Oxford Falls,2100,NSW
Killarney Heights,2087,NSW
Terrey Hills,2084,NSW
Davidson,2085,NSW
Forestville,2087,NSW
Allambie Heights,2100,NSW
North Balgowlah,2093,NSW
Cottage Point,2084,NSW
Queenscliff,2096,NSW
Duffys Forest,2084,NSW
Coonabarabran,2357,NSW
Dunedoo,2844,NSW
Ropers Road,2395,NSW
Weetaliba,2395,NSW
Coolah,2843,NSW
Bomera,2357,NSW
Tannabar,2357,NSW
Kenebri,2396,NSW
Baradine,2396,NSW
Bugaldie,2357,NSW
Goorianawa,2396,NSW
Dandry,2357,NSW
Rocky Glen,2357,NSW
Binnaway,2395,NSW
Merrygoen,2831,NSW
Uarbry,2329,NSW
Leadville,2844,NSW
Wattle Springs,2357,NSW
Gowang,2357,NSW
Mollyan,2842,NSW
Neilrex,2831,NSW
Yarragrin,2842,NSW
Box Ridge,2357,NSW
Barwon,2396,NSW
Nombi,2379,NSW
Napier Lane,2379,NSW
Purlewaugh,2357,NSW
North Bondi,2026,NSW
Vaucluse,2030,NSW
Waverley,2024,NSW
Rose Bay,2029,NSW
Bondi Junction,2022,NSW
Bondi Beach,2026,NSW
Dover Heights,2030,NSW
Tamarama,2026,NSW
Bronte,2024,NSW
Bondi,2026,NSW
Queens Park,2022,NSW
Glenelg,2810,NSW
Grenfell,2810,NSW
Caragabal,2810,NSW
Bribbaree,2594,NSW
Bimbi,2810,NSW
Pinnacle,2810,NSW
Pullabooka,2810,NSW
Warraderry,2810,NSW
Piney Range,2810,NSW
Suntop,2820,NSW
Curra Creek,2820,NSW
Gollan,2820,NSW
Montefiores,2820,NSW
Wellington,2820,NSW
Farnham,2820,NSW
North Yeoval,2868,NSW
Ponto,2818,NSW
Yarragal,2820,NSW
Arthurville,2820,NSW
Cundumbul,2866,NSW
Comobella,2820,NSW
Geurie,2818,NSW
Mookerawa,2820,NSW
Mount Aquila,2820,NSW
Spicers Creek,2820,NSW
Terrabella,2818,NSW
Walmer,2820,NSW
Wuuluman,2820,NSW
Bodangora,2820,NSW
Mount Arthur,2820,NSW
Stuart Town,2820,NSW
Mumbil,2820,NSW
Lake Burrendong,2820,NSW
Dripstone,2820,NSW
Maryvale,2820,NSW
Neurea,2820,NSW
Bakers Swamp,2820,NSW
Euchareena,2866,NSW
Bournewood,2868,NSW
Rufus,2648,NSW
Scotia,2648,NSW
Wentworth,2648,NSW
Curlwaa,2648,NSW
Pooncarie,2648,NSW
Anabranch North,2648,NSW
Anabranch South,2648,NSW
Pan Ban,2648,NSW
Mallee,2738,NSW
Monak,2738,NSW
Coomealla,2717,NSW
Dareton,2717,NSW
Buronga,2739,NSW
Gol Gol,2738,NSW
Trentham Cliffs,2738,NSW
Chatswood,2067,NSW
Artarmon,2064,NSW
Willoughby,2068,NSW
Naremburn,2065,NSW
North Willoughby,2068,NSW
Northbridge,2063,NSW
Castlecrag,2068,NSW
Castle Cove,2069,NSW
Middle Cove,2068,NSW
Willoughby East,2068,NSW
New Berrima,2577,NSW
Moss Vale,2577,NSW
Burradoo,2576,NSW
Bowral,2576,NSW
Welby,2575,NSW
Mittagong,2575,NSW
Willow Vale,2575,NSW
Colo Vale,2575,NSW
Werai,2577,NSW
Wingello,2579,NSW
Mount Murray,2577,NSW
Avon,2574,NSW
Bargo,2574,NSW
Buxton,2571,NSW
High Range,2575,NSW
Woodlands,2575,NSW
Yerrinbool,2575,NSW
Mount Lindsey,2575,NSW
Meryla,2577,NSW
Wattle Ridge,2575,NSW
Glenquarry,2576,NSW
Burrawang,2577,NSW
Kangaloon,2576,NSW
Sutton Forest,2577,NSW
Penrose,2579,NSW
Wildes Meadow,2577,NSW
Robertson,2577,NSW
Fitzroy Falls,2577,NSW
East Kangaloon,2576,NSW
Balmoral,2571,NSW
Hill Top,2575,NSW
Bullio,2575,NSW
Canyonleigh,2577,NSW
Joadja,2575,NSW
Bundanoon,2578,NSW
Exeter,2579,NSW
Berrima,2577,NSW
Medway,2577,NSW
Aylmerton,2575,NSW
Avoca,2577,NSW
Belanglo,2577,NSW
Braemar,2575,NSW
Balaclava,2575,NSW
Renwick,2575,NSW
Mandemar,2575,NSW
Manchester Square,2577,NSW
Orangeville,2570,NSW
Silverdale,2752,NSW
Pheasants Nest,2574,NSW
Yerranderie,2787,NSW
The Oaks,2570,NSW
Appin,2560,NSW
Lakesland,2572,NSW
Brownlow Hill,2570,NSW
Camden Park,2570,NSW
Theresa Park,2570,NSW
Warragamba,2752,NSW
Tahmoor,2573,NSW
Mount Hunter,2570,NSW
Menangle,2568,NSW
Nattai,2570,NSW
Picton,2571,NSW
Oakdale,2570,NSW
Mowbray Park,2571,NSW
Wilton,2571,NSW
Thirlmere,2572,NSW
Douglas Park,2569,NSW
Werombi,2570,NSW
Yanderra,2574,NSW
Couridjah,2571,NSW
Razorback,2571,NSW
Belimbla Park,2570,NSW
Cataract,2560,NSW
Glenmore,2570,NSW
Maldon,2571,NSW
Mount Pleasant,2519,NSW
Keiraville,2500,NSW
Gwynneville,2500,NSW
Tarrawanna,2518,NSW
Fernhill,2519,NSW
Corrimal,2518,NSW
Austinmer,2515,NSW
Thirroul,2515,NSW
Russell Vale,2517,NSW
Woonona,2517,NSW
Bellambi,2518,NSW
Bulli,2516,NSW
Coledale,2515,NSW
Wombarra,2515,NSW
Scarborough,2515,NSW
Clifton,2515,NSW
Mount Ousley,2519,NSW
Figtree,2525,NSW
Spring Hill,2500,NSW
Horsley,2530,NSW
Avondale,2530,NSW
Cordeaux,2526,NSW
Dapto,2530,NSW
Kanahooka,2530,NSW
Koonawarra,2530,NSW
Farmborough Heights,2526,NSW
Cordeaux Heights,2526,NSW
Unanderra,2526,NSW
Berkeley,2506,NSW
Lake Heights,2502,NSW
Windang,2528,NSW
Cringila,2502,NSW
Warrawong,2502,NSW
Helensburgh,2508,NSW
Otford,2508,NSW
Brownsville,2530,NSW
Stanwell Park,2508,NSW
Kembla Grange,2526,NSW
Primbee,2502,NSW
Mount Kembla,2526,NSW
Wongawilli,2530,NSW
Huntley,2530,NSW
Dombarton,2530,NSW
Kembla Heights,2526,NSW
Coalcliff,2508,NSW
Darkes Forest,2508,NSW
Stanwell Tops,2508,NSW
Lilyvale,2508,NSW
Haywards Bay,2530,NSW
Yallah,2530,NSW
Maddens Plains,2508,NSW
Cleveland,2530,NSW
Darling Point,2027,NSW
Woollahra,2025,NSW
Bellevue Hill,2023,NSW
Double Bay,2028,NSW
Point Piper,2027,NSW
Edgecliff,2027,NSW
Watsons Bay,2030,NSW
Wadalba,2259,NSW
Kanwal,2259,NSW
Wyongah,2259,NSW
Blue Haven,2262,NSW
Lake Haven,2263,NSW
Gorokan,2263,NSW
Charmhaven,2263,NSW
San Remo,2262,NSW
Buff Point,2262,NSW
Toukley,2263,NSW
Mannering Park,2259,NSW
Colongra,2262,NSW
Canton Beach,2263,NSW
Budgewoi,2262,NSW
Noraville,2263,NSW
Halekulani,2262,NSW
Summerland Point,2259,NSW
Norah Head,2263,NSW
Chain Valley Bay,2259,NSW
Lake Munmorah,2259,NSW
Gwandalan,2259,NSW
Wyong,2259,NSW
Durren Durren,2259,NSW
Kingfisher Shores,2259,NSW
Doyalson North,2262,NSW
Doyalson,2262,NSW
Point Wolstoncroft,2259,NSW
Crangan Bay,2259,NSW
Moonee,2259,NSW
Hamlyn Terrace,2259,NSW
Woongarrah,2259,NSW
Warnervale,2259,NSW
Wallarah,2259,NSW
Halloran,2259,NSW
Bushells Ridge,2259,NSW
Kiar,2259,NSW
Alison,2259,NSW
Jilliby,2259,NSW
Freemans,2259,NSW
Frazer Park,2259,NSW
Wybung,2259,NSW
Dooralong,2259,NSW
Mardi,2259,NSW
Tuggerah,2259,NSW
Watanobbi,2259,NSW
Berkeley Vale,2261,NSW
Tumbi Umbi,2261,NSW
Chittaway Bay,2261,NSW
Killarney Vale,2261,NSW
Bateau Bay,2261,NSW
Long Jetty,2261,NSW
Shelly Beach,2261,NSW
The Entrance,2261,NSW
Blue Bay,2261,NSW
The Entrance North,2261,NSW
Magenta,2261,NSW
Tuggerawong,2259,NSW
Ourimbah,2258,NSW
Toowoon Bay,2261,NSW
Glenning Valley,2261,NSW
Chittaway Point,2261,NSW
Fountaindale,2258,NSW
Tacoma South,2259,NSW
Tacoma,2259,NSW
Rocky Point,2259,NSW
Kangy Angy,2258,NSW
Palm Grove,2258,NSW
Little Jilliby,2259,NSW
Wyong Creek,2259,NSW
Yarramalong,2259,NSW
Ravensdale,2259,NSW
Cedar Brush Creek,2259,NSW
Lemon Tree,2259,NSW
Palmdale,2258,NSW
Wallaroo,2618,NSW
Binalong,2584,NSW
Yass,2582,NSW
Murrumbateman,2582,NSW
Nanima,2618,NSW
Kangiara,2582,NSW
Wee Jasper,2582,NSW
Bowning,2582,NSW
Bookham,2582,NSW
Burrinjuck,2582,NSW
Narrangullen,2582,NSW
Good Hope,2582,NSW
Boambolo,2582,NSW
Cavan,2582,NSW
Gundaroo,2620,NSW
Manton,2582,NSW
Bango,2582,NSW
Springrange,2618,NSW
Yass River,2582,NSW
Woolgarlo,2582,NSW
Marchmont,2582,NSW
Jeir,2582,NSW
Mullion,2582,NSW
Young,2594,NSW
Bulla Creek,2594,NSW
Wirrimah,2803,NSW
Crowther,2803,NSW
Burrangong,2594,NSW
Murringo,2586,NSW
Bendick Murrell,2803,NSW
Monteagle,2594,NSW
Kikiamah,2594,NSW
Thuddungra,2594,NSW
Maimuru,2594,NSW
Tubbul,2594,NSW
Weedallion,2594,NSW
Memagong,2594,NSW
Berthong,2594,NSW
Milparinka,2880,NSW
Silverton,2880,NSW
Broughams Gate,2880,NSW
Packsaddle,2880,NSW
Mutawintji,2880,NSW
Little Topar,2880,NSW
Tibooburra,2880,NSW
White Cliffs,2836,NSW
Lord Howe Island,2898,NSW
Winburndale,2795,NSW
Moollattoo,2540,NSW
Mondayong,2540,NSW
Calderwood,2527,NSW
Budgewoi Peninsula,2262,NSW
Greengrove,2250,NSW
Little Wobby,2256,NSW
Calamia,2460,NSW
Warrumbungle,2828,NSW
Ryhope,2283,NSW
Havilah,2850,NSW
Riverlea,2850,NSW
Mullamuddy,2850,NSW
Coxs Creek,2849,NSW
Upper Bylong,2849,NSW
The Ponds,2769,NSW
Sunset Strip,2879,NSW
Carnes Hill,2171,NSW
New Park,2474,NSW
Tichborne,2870,NSW
Elizabeth Hills,2171,NSW
Lavadia,2462,NSW
Wambool,2795,NSW
Oyster Cove,2318,NSW
Bardia,2565,NSW
Boorooma,2650,NSW
Gobarralong,2727,NSW
Barkers Vale,2474,NSW
North Bourke,2840,NSW
Alectown,2870,NSW
Spring Farm,2570,NSW
Nundle,2340,NSW
Barangaroo,2000,NSW
Euabalong,2877,NSW
Walcha Road,2354,NSW
Ellerslie,2729,NSW
Euabalong West,2877,NSW
Para,2648,NSW
Moorara,2648,NSW
Boeill Creek,2739,NSW
Oran Park,2570,NSW
Illaroo,2540,NSW
Yambulla,2550,NSW
Brookong,2656,NSW
Tongarra,2527,NSW
Perthville,2795,NSW
Evans Plains,2795,NSW
Tannas Mount,2795,NSW
Hill Top,2628,NSW
Bocobra,2865,NSW
Wadeville,2474,NSW
Lyndhurst,2797,NSW
Pomona,2648,NSW
Piallamore,2340,NSW
Macquarie Pass,2577,NSW
Marshall Mount,2530,NSW
Rollands Plains,2441,NSW
Killawarra,2429,NSW
Greenethorpe,2809,NSW
Thyra,2731,NSW
Apsley,2820,NSW
Dyers Crossing,2429,NSW
Ellerslie,2648,NSW
Mogareeka,2550,NSW
Upper Burringbar,2483,NSW
Bedgerabong,2871,NSW
Hill End,2850,NSW
Lake Hume Village,3691,NSW
Midginbil,2484,NSW
Reidsdale,2622,NSW
James Creek,2463,NSW
Gloucester Tops,2422,NSW
Weilmoringle,2839,NSW
Murrays Beach,2281,NSW
Bobin,2429,NSW
Faulkland,2422,NSW
Booerie Creek,2480,NSW
Edgeroi,2390,NSW
Booyong,2480,NSW
Barratta,2710,NSW
Ellerston,2337,NSW
Cornwallis,2756,NSW
Richmond Lowlands,2753,NSW
Hobbys Yards,2795,NSW
Rookhurst,2422,NSW
Dungowan,2340,NSW
Krawarree,2622,NSW
